article,dutch,english,example
het,filiaal,The branch,The bank opened a new branch in the shopping mall.
het,filter,The filter,Clean the filter of the coffee machine regularly.
het,firmament,The firmament,Countless stars were visible in the clear firmament.
het,fiscale,The fiscal matter,The lawyer specializes in every complex fiscal matter.
het,fjord,The fjord,The cruise ship sailed deep into the narrow fjord.
het,flacon,The bottle,She bought a small bottle of expensive perfume.
het,fluweel,The velvet,The curtains were made of heavy red velvet.
het,fonds,The fund,The fund provides money for medical research.
het,font,The font,I chose a simple and readable font for my essay.
het,fornuis,The stove,I left a pot of soup simmering on the stove.
het,fort,The fort,The soldiers defended the old stone fort.
het,fortuin,The fortune,He inherited a large fortune from his uncle.
het,forum,The forum,The online forum is a place for discussion.
het,fossiel,The fossil,The child found a small fossil on the beach.
het,fragment,The fragment,The archaeologist found a fragment of an old vase.
het,frame,The frame,The bicycle has a lightweight aluminum frame.
de,gave,The gift,She has a natural gift for playing the piano.
de,gang,The corridor,The light in the corridor is broken.
de,gans,The goose,The white goose waddled across the grass.
de,garage,The garage,He parked his car in the garage for the night.
de,garantie,The guarantee,This television comes with a two-year guarantee.
de,geboorte,The birth,They celebrated the birth of their first child.
de,gedachte,The thought,The thought of summer kept him motivated during winter.
de,gedaante,The shape,The ghost appeared as a mysterious shape in the fog.
de,geit,The goat,The goat climbed onto the wooden fence.
de,grens,The border,You need a passport to cross the border.
de,griep,The flu,Many people stayed home this week due to the flu.
de,groep,The group,A small group of tourists stood in front of the palace.
de,groente,The vegetable,Broccoli is his favorite green vegetable.
de,gunst,The favor,He asked his neighbor for a small favor.
de,gym,The gym,She goes to the gym every morning before work.
het,gala,The gala,Everyone wore formal attire to the charity gala.
het,gas,The gas,The stove runs on natural gas.
het,gat,The hole,There is a small hole in my favorite sock.
het,gebaar,The gesture,He made a friendly gesture with his hand.
het,gebed,The prayer,She whispered a quiet prayer before the exam.
het,gebeuren,The event,The local festival is a major annual event.
het,gebied,The area,This area is known for its beautiful hiking trails.
het,gebit,The teeth,The dentist checked his teeth during the appointment.
het,gebod,The commandment,The ancient stone tablet listed every commandment.
het,gebruik,The use,The use of mobile phones is prohibited in the library.
het,gedicht,The poem,She wrote a beautiful poem for her mother's birthday.
het,geding,The lawsuit,The long-standing lawsuit was finally settled in court.
het,gedrag,The behavior,The teacher praised the boy's excellent behavior.
het,gegeven,The data,This specific data is crucial for our research.
het,gehalte,The content,The silver content of the coin is quite high.
het,geheel,The whole,The whole is greater than the sum of its parts.
het,geheim,The secret,She promised to keep his secret safe.
het,geheugen,The memory,His memory for names is not very good.
het,gehoor,The hearing,The loud noise damaged his hearing permanently.
het,gelag,The bill,He had to pay the heavy bill at the end of the night.
het,geld,The money,I don't have enough money to buy that car.
het,geluk,The luck,It was pure luck that he found his lost keys.
het,geluid,The sound,The sound of the rain was very relaxing.
het,gemak,The convenience,Online shopping offers great convenience for busy people.
het,gen,The gene,This gene is responsible for his blue eyes.
het,gevaar,The danger,The sign warned the hikers of the danger ahead.
het,geval,The case,In this particular case, we can make an exception.
het,gevecht,The fight,The two birds had a small fight over a piece of bread.
het,gevoel,The feeling,She had a strange feeling that someone was watching her.
het,gewaad,The robe,The priest wore a traditional white robe.
de,hagedis,The lizard,The small green lizard basked in the sun.
de,hagel,The hail,The hail damaged the roof of the greenhouse.
de,hamer,The hammer,He used a hammer to drive the nail into the wood.
de,hand,The hand,She held the small child by the hand.
de,haven,The harbor,The fishing boats returned to the harbor at sunset.
de,heide,The heath,The purple heath was in full bloom in August.
de,hel,The hell,The movie depicted a dark vision of hell.
de,helm,The helmet,Always wear a helmet when riding a motorcycle.
de,helft,The half,He ate half of the apple and gave the rest to me.
de,hengst,The stallion,The black stallion ran across the open field.
de,herinnering,The memory,I have a very fond memory of my grandmother.
de,heuvel,The hill,We walked up the hill to see the sunset.
de,hitte,The heat,The intense heat made it difficult to work outside.
de,hoeve,The farm,The old stone farm was built in the eighteenth century.
de,huid,The skin,Protect your skin from the sun with lotion.
het,habitat,The habitat,The forest is the natural habitat of the deer.
het,harnas,The armor,The knight wore a suit of heavy steel armor.
het,hart,The heart,Exercise is good for the health of your heart.
het,hek,The gate,Please make sure to close the gate behind you.
het,hemd,The shirt,He wore a clean white shirt to the interview.
het,herstel,The recovery,The doctor was pleased with the patient's recovery.
het,hert,The deer,A wild deer emerged from the thick trees.
het,hof,The court,The king held a meeting at his royal court.
het,hok,The cage,The rabbit lives in a wooden cage in the garden.
het,hol,The cave,The bear slept in a deep cave during the winter.
het,hoofd,The head,He wore a warm hat on his head.
het,hoorn,The horn,The bull had one sharp horn on its head.
het,hotel,The hotel,We stayed in a small hotel near the beach.
het,houvast,The grip,The climber searched for a solid grip on the rock.
het,hout,The wood,We gathered some dry wood for the campfire.
het,huwelijk,The marriage,They celebrated their tenth wedding anniversary.
de,idool,The idol,The young singer is an idol to many teenagers.
de,illusie,The illusion,The magician created a clever optical illusion.
de,imago,The image,The company is working hard to improve its public image.
de,index,The index,You can find the topic in the index at the back.
de,indicatie,The indication,The dark clouds are an indication of rain.
de,industrie,The industry,The steel industry is important for the local economy.
de,infectie,The infection,The doctor prescribed antibiotics for the infection.
de,informatie,The information,I am looking for more information about this city.
de,ingang,The entrance,The entrance to the museum is around the corner.
de,injectie,The injection,The nurse gave him an injection in his arm.
de,inkoop,The purchase,She was happy with her latest purchase from the shop.
de,inkt,The ink,The pen ran out of ink in the middle of the exam.
de,innovatie,The innovation,Technology thrives on constant innovation and change.
de,inspectie,The inspection,The fire department conducted a safety inspection of the building.
de,instructie,The instruction,Please read the instruction carefully before starting.
het,icoon,The icon,The desktop icon allows you to open the program.
het,idee,The idea,That is a brilliant idea for our next project.
het,idool,The idol,The golden idol was found in an ancient tomb.
het,idyll,The idyll,The quiet village was a perfect rural idyll.
het,ijs,The ice,The lake was covered in a thick layer of ice.
het,ijzer,The iron,The old gate was made of solid black iron.
het,imperium,The empire,History tells the story of the rise and fall of the empire.
het,incident,The incident,The police are investigating the incident that happened last night.
het,individu,The individual,Every individual has a right to their own opinion.
het,infuus,The drip,The patient was connected to a medical drip.
het,initiatief,The initiative,She took the initiative to organize the neighborhood party.
het,inkomen,The income,His monthly income is enough to cover his rent.
het,insect,The insect,A small insect crawled across the green leaf.
het,instinct,The instinct,A mother's instinct is usually very strong.
het,instituut,The institute,He works at a research institute for tropical diseases.
het,instrument,The instrument,The violin is a very difficult musical instrument to learn.
het,interieur,The interior,The interior of the house was modern and bright.
het,interim,The interim,He was appointed as the manager in the interim.
het,internet,The internet,I use the internet to find news and information.
het,interval,The interval,There was a short interval between the two acts.
het,interview,The interview,He had a successful job interview this morning.
het,item,The item,The most expensive item in the shop was a gold watch.
de,jacht,The hunt,The men went on a traditional hunt in the woods.
de,jas,The coat,Don't forget to wear a warm coat today.
de,jazz,The jazz,He loves listening to smooth jazz in the evening.
de,jeugd,The youth,The youth of today is very tech-savvy.
de,job,The job,She found a great job at a marketing agency.
de,jongere,The youth,The local youth center offers many activities.
de,journalist,The journalist,The journalist interviewed the mayor about the new plans.
de,juwelier,The jeweler,The jeweler repaired her broken gold necklace.
het,jaar,The year,He lived in Paris for exactly one year.
het,jack,The jacket,He wore a light leather jacket for the walk.
het,jacket,The morning coat,He wore a formal morning coat to the wedding.
het,jargon,The jargon,Legal jargon can be difficult for most people to understand.
het,joch,The boy,The little boy was playing with his toy car.
het,journaal,The news,I always watch the evening news at eight o'clock.
het,juk,The yoke,The oxen were forced to pull the heavy yoke.
het,juweel,The jewel,The queen's crown was decorated with a large jewel.
de,kaart,The card,I sent a birthday card to my friend yesterday.
de,kaas,The cheese,The Netherlands is famous for its delicious cheese.
de,kamer,The room,The hotel room was very clean and spacious.
de,kans,The chance,Everyone deserves a second chance in life.
de,kant,The side,The cat sat on the left side of the sofa.
de,kast,The cupboard,I put the clean dishes back into the cupboard.
de,kat,The cat,The black cat was sleeping on the windowsill.
de,keel,The throat,He had a sore throat and could not speak loudly.
de,keer,The time,This is the first time I have visited this city.
de,keus,The choice,You have to make a choice between these two options.
de,ketting,The chain,The bike was secured to the fence with a heavy chain.
de,keuken,The kitchen,The smell of fresh bread filled the entire kitchen.
de,kin,The chin,He rested his chin on his hand while thinking.
de,kip,The chicken,The farmer has a chicken that lays an egg every day.
de,kleur,The color,Blue is my favorite color for a bedroom.
het,kader,The framework,The plan provides a solid framework for future growth.
het,kalf,The calf,The young calf followed its mother through the field.
het,kamp,The camp,The children spent a week at a summer camp in the woods.
het,kanaal,The canal,The boat sailed slowly through the narrow canal.
het,kantoor,The office,She works in a modern office in the city center.
het,kapitaal,The capital,The company needs more capital to expand its operations.
het,karakter,The character,He is a man of strong and reliable character.
het,kasteel,The castle,The ancient castle stood on top of a high hill.
het,katern,The section,The Sunday newspaper includes a special sports section.
het,kenmerk,The feature,The most striking feature of the house is the glass roof.
het,kennen,The knowledge,His knowledge of history is truly impressive.
het,kenteken,The license plate,The witness remembered the license plate of the car.
het,kerkhof,The churchyard,The old churchyard was a peaceful place for a reflection.
het,kengetal,The area code,You need to dial the area code before the number.
het,kernwapen,The nuclear weapon,The treaty aims to reduce the number of nuclear weapons.
het,kind,The child,The child was playing happily with a toy car.
het,kleed,The rug,We placed a soft woolly rug in front of the fireplace.
het,klimaat,The climate,The tropical climate is perfect for growing exotic fruits.
het,klooster,The monastery,The monks live a quiet life inside the monastery.
het,kluisje,The locker,You can store your bag in a small locker at the station.
het,knie,The knee,He fell down and scraped his left knee on the ground.
het,koor,The choir,The church choir sang beautifully during the service.
het,kopje,The cup,She enjoyed a small cup of tea in the afternoon.
het,koppel,The couple,The young couple recently bought their first house.
het,koraal,The coral,The divers explored the beautiful red coral reef.
het,korting,The discount,I received a ten percent discount on the new shoes.
het,kostuum,The suit,He wore a formal black suit to the wedding.
de,laars,The boot,She wore a tall leather boot to protect against the mud.
de,lach,The laugh,Her infectious laugh cheered up everyone in the room.
de,ladder,The ladder,He used a long ladder to reach the top of the roof.
de,lade,The drawer,I found the old keys in the bottom drawer of the desk.
de,lamp,The lamp,Turn on the lamp so we can see better in the dark.
de,landbouw,The agriculture,Agriculture is a major part of the regional economy.
de,langere,The longer one,I prefer the longer one of these two coats.
de,lantaarn,The lantern,The old lantern cast a soft glow in the dark alley.
de,las,The weld,The welder checked the strength of the metal weld.
de,last,The burden,The heavy burden of debt was a constant worry for him.
de,lat,The lath,The carpenter used a wooden lath to support the structure.
de,laude,The praise,The artist received great praise for his new exhibition.
de,leeftijd,The age,The minimum age for the event is eighteen years.
de,leerling,The pupil,The teacher was very patient with every young pupil.
de,leeuw,The lion,The lion is often called the king of the jungle.
het,label,The label,Check the label for the correct washing instructions.
het,lab,The lab,The scientist conducted the experiment in the research lab.
het,labyrinth,The labyrinth,We got lost in the complex stone labyrinth for an hour.
het,laken,The sheet,I need a clean white sheet for the guest bed.
het,lam,The lamb,The small white lamb was skipping through the meadow.
het,land,The country,The Netherlands is a beautiful and flat country.
het,lawaai,The noise,The loud noise from the street kept me awake all night.
het,leven,The life,She wanted to start a new life in a different city.
het,lid,The member,He is a loyal member of the local tennis club.
het,lied,The song,The choir sang a traditional folk song at the festival.
het,licht,The light,The bright light of the sun woke me up this morning.
het,lijf,The body,Exercise is good for both the mind and the body.
het,lint,The ribbon,She tied a colorful silk ribbon around the gift box.
het,loof,The foliage,The thick green foliage provided shade from the sun.
het,loon,The wage,He received his weekly wage every Friday afternoon.
het,lot,The fate,No one knows what their fate will be in the future.
het,lokaal,The classroom,The students gathered in the classroom for the first lesson.
het,loket,The counter,I bought a train ticket at the service counter.
het,lood,The lead,The old pipes were made of solid and heavy lead.
het,luchtkussen,The air cushion,The package was protected by a thick air cushion.
het,luik,The shutter,He closed the wooden shutter to block out the light.
het,lustrum,The five-year period,The university celebrated its tenth five-year period.
het,luxeprobleem,The luxury problem,Having too many holiday choices is a real luxury problem.
het,lyceum,The lyceum,The lyceum offers a high level of secondary education.
de,maag,The stomach,He felt a slight pain in his stomach after the meal.
de,maan,The moon,The full moon shone brightly in the dark night sky.
de,maat,The size,What size shoes do you usually wear for running?
de,machine,The machine,The factory uses a large machine to package the products.
de,macht,The power,The prime minister has a lot of political power.
de,maaltijd,The meal,We enjoyed a delicious three-course meal at the restaurant.
de,mama,The mama,The little child ran to his mama with a big smile.
de,man,The man,The man was sitting on a bench in the local park.
de,mand,The basket,She carried a large basket full of fresh apples.
de,manege,The riding school,The children take horse riding lessons at the manege.
de,manier,The way,He has a very unique way of solving complex problems.
de,mantel,The cloak,The queen wore a long velvet cloak for the ceremony.
de,markt,The market,I bought some fresh vegetables at the local market.
de,massa,The mass,A large mass of people gathered in the town square.
de,mast,The mast,The tall mast of the ship was visible from a distance.
het,maal,The meal,The family gathered for a simple evening meal.
het,magazijn,The warehouse,The goods are stored in a large warehouse near the dock.
het,mandement,The mandate,The government was given a clear mandate by the people.
het,manifest,The manifesto,The political party published its new manifesto today.
het,masker,The mask,The actor wore a frightening mask for the performance.
het,materiaal,The material,The dress was made of a very soft and thin material.
het,maximum,The maximum,The speed limit is the absolute maximum allowed on this road.
het,mechanisme,The mechanism,The clock works with a very complex internal mechanism.
het,medicijn,The medicine,The doctor prescribed a new medicine for her cough.
het,medium,The medium,The artist chose oil paint as his primary medium.
het,meisje,The girl,The little girl was playing with her doll in the garden.
het,mens,The human,Every human has a fundamental right to be treated fairly.
het,mes,The knife,He used a sharp knife to cut the vegetables for soup.
het,metaal,The metal,The gate was made of a heavy and durable black metal.
het,metrum,The meter,The poet used a classic meter to create a rhythmic sound.
het,meubel,The piece of furniture,The old wooden chair is my favorite piece of furniture.
het,middel,The means,Education is a powerful means to improve your life.
het,midden,The middle,The fountain is located right in the middle of the park.
het,milieu,The environment,We must work together to protect the natural environment.
het,miljoen,The million,The company invested a million euros in new technology.
het,minimum,The minimum,The minimum wage was increased by the government today.
het,ministerie,The ministry,The ministry of health announced a new vaccination plan.
het,model,The model,The architect showed a small scale model of the building.
het,moment,The moment,This is a very important moment in our national history.
het,monument,The monument,The stone monument commemorates the soldiers who died.
het,monster,The monster,The children were afraid of the monster under the bed.
het,motief,The motive,The police are still searching for the motive for the crime.
het,museum,The museum,The museum has a large collection of ancient artifacts.
het,muziekstuk,The piece of music,The orchestra played a beautiful piece of music by Mozart.
het,mysterie,The mystery,The disappearance of the ship remains a complete mystery.
de,naald,The needle,She used a small needle to sew a button onto the shirt.
de,naam,The name,Please write your full name at the top of the document.
de,nacht,The night,The stars glowed brightly in the deep black night.
de,natie,The nation,The leader addressed the entire nation on the radio.
de,natuur,The nature,I love to spend time in nature and go for long walks.
de,navel,The navel,The doctor checked the baby's navel during the examination.
de,neger,The negro,The term negro is now considered offensive in most contexts.
de,nek,The neck,He wore a warm scarf around his neck in the winter.
de,nerf,The grain,The table showed the beautiful natural grain of the wood.
de,nest,The nest,The bird built a small nest in the apple tree.
de,netheid,The neatness,The teacher praised the neatness of the student's work.
de,neus,The nose,She has a small and delicate nose like her mother.
de,nicht,The cousin,My cousin is coming to visit us for the summer holidays.
de,nier,The kidney,The kidney is an essential organ for filtering the blood.
de,nota,The bill,The waiter brought the bill to the table after the meal.
de,notitie,The note,I made a quick note of his phone number on a napkin.
het,nacalculatie,The post-calculation,The post-calculation showed that the project was over budget.
het,nageslacht,The offspring,The bird worked hard to feed its hungry offspring.
het,najaar,The autumn,The leaves turn red and yellow in the beautiful najaar.
het,nanacht,The late night,The streets were quiet and empty during the late night.
het,naslagwerk,The reference work,The encyclopedia is a useful reference work for students.
het,naturel,The natural one,I prefer the natural one without any added flavors.
het,nauw,The strait,The ship sailed through the narrow strait into the sea.
het,neer,The downdraft,The pilot felt a sudden downdraft over the mountains.
het,negatief,The negative,The photographer developed the old film negative in the lab.
het,nest,The nest,The cat found a cozy nest among the soft blankets.
het,net,The net,The fisherman caught a large fish in his strong net.
het,netwerk,The network,The company has a large network of offices worldwide.
het,nieuws,The news,I always watch the evening news at eight o'clock.
het,niveau,The level,The water level in the river has risen after the rain.
het,noorden,The north,They decided to travel to the north for their holiday.
het,noodlot,The fate,He believed it was his fate to become a great musician.
het,nummer,The number,What is the phone number of the local doctor?
het,nylon,The nylon,The stockings were made of a very thin and soft nylon.
de,oase,The oasis,The travelers found a peaceful oasis in the desert.
de,obsessie,The obsession,His obsession with cleanliness was a bit extreme.
de,oceaan,The ocean,The ocean was calm and blue under the clear sky.
de,oefening,The exercise,Swimming is a great physical exercise for the entire body.
de,oever,The bank,The children were playing on the grassy bank of the river.
de,olie,The oil,She used a little olive oil to cook the vegetables.
de,olifant,The elephant,The elephant is the largest land animal in the world.
de,oma,The grandmother,The grandmother told her grandchildren a wonderful story.
de,omgeving,The environment,The environment of the school is very green and quiet.
de,omheining,The fence,The garden was enclosed by a tall wooden fence.
de,omroep,The broadcaster,The national broadcaster announced a new series of programs.
de,omzet,The turnover,The company's turnover has increased by ten percent.
de,onderneming,The enterprise,Starting a new enterprise can be a risky business.
de,ontdekking,The discovery,The discovery of gold led to a massive gold rush.
de,oorzaak,The cause,The police are still investigating the cause of the fire.
het,object,The object,The museum has a rare object from the Roman era.
het,offer,The sacrifice,The king made a great sacrifice for the sake of his people.
het,offensief,The offensive,The army launched a major offensive against the enemy.
het,oog,The eye,She has a beautiful blue eye that sparkles in the light.
het,oor,The ear,The child covered his ear because of the loud noise.
het,oordeel,The judgment,The judge delivered a final judgment after the long trial.
het,oosten,The east,The sun rises in the east every single morning.
het,opzet,The intention,It was not my intention to cause any offense to you.
het,optreden,The performance,The singer gave a fantastic performance on the stage.
het,orgaan,The organ,The heart is a vital organ in the human body.
het,orkest,The orchestra,The orchestra played a beautiful symphony by Beethoven.
het,otter,The otter,The otter swam playfully through the clear river water.
de,paal,The pole,The bird perched on top of a tall wooden pole.
de,pan,The pan,She used a large pan to cook the delicious soup.
de,papa,The father,The little boy ran to his father with a big hug.
de,parade,The parade,Thousands of people watched the colorful parade in the street.
de,parkeerplaats,The parking spot,I found a parking spot right in front of the shop.
de,partij,The party,The political party announced its new leader today.
de,pas,The pass,You need a valid pass to enter the building.
de,passie,The passion,Music is her greatest passion in life.
de,pauze,The break,We took a short break for a cup of coffee at ten.
de,pech,The bad luck,He had some bad luck and missed his train this morning.
de,pen,The pen,I signed the official document with a black pen.
de,pil,The pill,The doctor told him to take one pill every morning.
de,plaat,The plate,I put the hot food onto a large white ceramic plate.
de,plaats,The place,This is a very beautiful place for a walk in the park.
de,planeet,The planet,Mars is often called the red planet in our solar system.
de,plant,The plant,I bought a new green plant for my living room today.
het,pact,The pact,The two countries signed a peace pact to end the war.
het,pad,The path,We followed a narrow path through the thick forest.
het,paleis,The palace,The royal family lives in a magnificent stone palace.
het,panel,The panel,The expert panel discussed the impact of climate change.
het,pantser,The armor,The knight wore a suit of heavy and shiny steel armor.
het,papier,The paper,I wrote my notes on a piece of white paper.
het,park,The park,The children were playing happily in the local park.
het,parlement,The parliament,The parliament met to discuss the new tax laws.
het,paspoort,The passport,Don't forget to take your passport when you travel.
het,pension,The boarding house,We stayed in a cozy boarding house near the mountains.
het,perceel,The plot of land,They bought a small plot of land to build a house.
het,perron,The platform,The train to Amsterdam arrives at platform four.
het,personeel,The staff,The staff at the hotel were very friendly and helpful.
het,petje,The cap,The little boy wore a bright red cap on his head.
het,pils,The lager,I enjoyed a cold glass of lager at the pub yesterday.
het,plafond,The ceiling,The ceiling of the old church was beautifully painted.
het,plan,The plan,That is a brilliant plan for our upcoming summer holiday.
het,platform,The platform,The speaker stood on the platform and addressed the crowd.
het,plein,The square,The town square was full of people and market stalls.
het,plezier,The pleasure,It was a real pleasure to meet you this afternoon.
het,pontje,The small ferry,We took a small ferry to cross the quiet river.
het,poortje,The small gate,We entered the garden through a small wooden gate.
het,portret,The portrait,The artist painted a beautiful portrait of the young lady.
het,postkantoor,The post office,I went to the post office to send a parcel to my friend.
het,potlood,The pencil,The child drew a picture with a sharp lead pencil.
het,preparaat,The preparation,The scientist studied the biological preparation under a microscope.
het,principe,The principle,The basic principle of the law is that everyone is equal.
het,probleem,The problem,The technician fixed the problem with the computer.
het,proces,The process,The process of learning a new language takes time.
het,product,The product,This is a very high-quality product made of natural materials.
het,programma,The program,The television program was very interesting and educational.
het,project,The project,The team worked hard to finish the project on time.
het,protocol,The protocol,Please follow the official protocol for the meeting.
het,publiek,The public,The event was open to the general public for free.
het,punt,The point,That is a very valid point that we should consider.
de,quiz,The quiz,I participated in a fun quiz at the local pub.
de,quote,The quote,The writer opened the chapter with a famous quote.
het,quotum,The quota,The government set a quota for the number of imports.
de,raad,The advice,I decided to follow the doctor's advice and get more rest.
de,radio,The radio,I listen to the news on the radio every morning.
de,ramp,The disaster,The flood was a major disaster for the entire region.
de,rand,The edge,The child sat on the edge of the large swimming pool.
de,rang,The rank,He reached the high rank of a general in the army.
de,receptie,The reception,The wedding was followed by a large reception at a hotel.
de,reclame,The advertisement,I saw a funny advertisement for a new brand of cereal.
de,redactie,The editorial office,The editorial office is responsible for the content of the paper.
de,reden,The reason,What is the reason for your sudden change of mind?
de,regel,The rule,Please follow the rule of the game at all times.
de,regering,The government,The government announced a new plan to improve education.
de,reis,The journey,The journey to the coast took about four hours by car.
de,rekening,The bill,The waiter brought the bill to the table after dinner.
de,relatie,The relationship,The relationship between the two countries has improved.
de,rente,The interest,The bank increased the interest rate on savings accounts.
de,rol,The role,She played the lead role in the new theater production.
het,raadsel,The riddle,Can you solve this difficult riddle about the forest?
het,raam,The window,I looked out of the window and saw that it was raining.
het,rapport,The report,The committee published its final report this morning.
het,ras,The breed,The golden retriever is a very popular dog breed.
het,recept,The recipe,I followed a traditional recipe to make the apple pie.
het,recht,The right,Everyone has a fundamental right to be treated fairly.
het,record,The record,The athlete broke the world record during the race.
het,regime,The regime,The country suffered under a harsh military regime.
het,register,The register,You must sign the visitor register at the front desk.
het,reglement,The regulation,The school has a strict regulation regarding uniforms.
het,resultaat,The result,The result of the exam was much better than I expected.
het,restaurant,The restaurant,We enjoyed a delicious dinner at a local restaurant.
het,risico,The risk,There is always a risk involved when starting a business.
het,ritme,The rhythm,The drummer kept a steady rhythm throughout the song.
het,roer,The rudder,The captain turned the rudder to change the ship's course.
het,rondje,The round,I'll buy the next round of drinks for everyone.
het,rooster,The schedule,The teacher checked the weekly schedule for her lessons.
de,sauna,The sauna,We spent a relaxing afternoon in the hot sauna.
de,scene,The scene,The final scene of the movie was very dramatic.
de,schaduw,The shadow,The tree cast a long shadow across the green grass.
de,schat,The treasure,The pirates were searching for the hidden treasure.
de,schep,The shovel,He used a shovel to dig a hole in the garden.
de,school,The school,The children go to the local school in the village.
de,schuld,The debt,The company is working hard to pay off its large debt.
de,sector,The sector,The tourism sector is very important for the city.
de,serie,The series,I am watching a very interesting television series.
de,service,The service,The service in this restaurant is always very friendly.
de,sessie,The session,The training session lasted for over three hours.
de,sfeer,The atmosphere,There was a very pleasant atmosphere at the party.
de,situatie,The situation,The situation in the region is currently very tense.
de,slaap,The sleep,A good night's sleep is essential for your health.
de,slang,The snake,The snake crawled silently through the tall green grass.
het,salade,The salad,We served a fresh green salad with our dinner tonight.
het,salaris,The salary,He was happy with his new and higher monthly salary.
het,scenario,The scenario,The director wrote a detailed scenario for the new movie.
het,schema,The diagram,The teacher drew a simple diagram to explain the process.
het,scherm,The screen,I spent the whole day staring at my computer screen.
het,schilderij,The painting,The museum has a beautiful painting by Van Gogh.
het,schip,The ship,The large cargo ship arrived at the harbor this morning.
het,schrift,The notebook,The child wrote his notes in a small paper notebook.
het,seizoen,The season,Spring is my favorite season of the entire year.
het,seminarie,The seminar,I attended an interesting seminar about modern art.
het,signaal,The signal,The bright light was a signal for the ships to stop.
het,slachtoffer,The victim,The organization provides help for every local victim.
het,slot,The lock,I need to replace the old lock on the front door.
het,soort,The kind,What kind of music do you like to listen to?
het,spaarbekken,The reservoir,The reservoir provides water for the entire city.
het,spel,The game,The children were playing a fun game in the garden.
het,spoor,The track,The train to Amsterdam departs from track number four.
het,station,The station,I'll meet you at the main railway station at noon.
het,statuut,The statute,The company's statute specifies its rules and goals.
het,stel,The couple,The young couple were holding hands in the park.
het,stuk,The piece,I ate a small piece of chocolate after dinner tonight.
het,succes,The success,The project was a great success for the entire team.
het,systeem,The system,The new heating system is very efficient and quiet.
de,taal,The language,Dutch is the primary language spoken in this country.
de,tafel,The table,We sat at the large wooden table for our dinner.
de,tak,The branch,The bird perched on a small branch of the tree.
de,tand,The tooth,The child lost his first tooth earlier this morning.
de,tas,The bag,She carried her groceries in a large reusable bag.
de,techniek,The technique,The artist used a unique technique for his paintings.
de,tekening,The drawing,The child made a beautiful drawing of his family.
de,tekst,The text,Please read the text carefully before you answer.
de,tent,The tent,We spent the night in a small tent in the woods.
de,theorie,The theory,The scientist presented a new theory about evolution.
de,toekomst,The future,No one knows what will happen in the distant future.
de,toets,The test,The students had a difficult math test this morning.
de,tolk,The interpreter,The interpreter translated the speech for the visitors.
de,tong,The tongue,The cat licked its paw with its small pink tongue.
de,toren,The tower,The ancient stone tower offered a great view.
het,talent,The talent,She has a natural talent for playing the violin.
het,tapijt,The carpet,We bought a soft blue carpet for the living room.
het,tarief,The rate,What is the hourly rate for the parking garage?
het,team,The team,The team worked together to finish the project.
het,teken,The sign,The dark clouds are a sign that it will rain soon.
het,tekort,The deficit,The government is trying to reduce the budget deficit.
het,telefoontoestel,The telephone,The old office had a traditional black telephone.
het,tema,The theme,The main theme of the novel is love and loss.
het,tentamen,The exam,I need to study hard for my final history exam.
het,terras,The terrace,We sat on the sunny terrace and enjoyed our coffee.
het,terrein,The terrain,The rugged terrain was difficult for the hikers.
het,ticket,The ticket,I bought a ticket for the concert online yesterday.
het,toeval,The coincidence,Our meeting was a purely lucky coincidence.
het,toilet,The toilet,The toilet is located at the end of the hallway.
het,toneel,The stage,The actors performed their play on the large stage.
het,totaal,The total,The total amount of the bill was fifty euros.
het,traject,The route,The train follows a scenic route through the mountains.
het,transport,The transport,The transport of the goods will take three days.
het,trauma,The trauma,The child suffered a severe trauma after the accident.
het,treinstation,The train station,I'll meet you at the train station at six o'clock.
het,type,The type,What type of car are you planning to buy?
de,ui,The onion,The onion is a staple ingredient in many dishes.
de,uitdaging,The challenge,Climbing the mountain was a real physical challenge.
de,uitgave,The expenditure,The monthly expenditure for the family has increased.
de,uitleg,The explanation,The teacher gave a clear explanation of the problem.
de,uitnodiging,The invitation,I received a formal invitation to the wedding.
de,uitspraak,The pronunciation,He has a very clear pronunciation of the words.
de,uitzondering,The exception,In this case, we can make a special exception.
de,universiteit,The university,She is currently studying law at the university.
de,uren,The hours,The shop is open for eight hours every day.
de,urn,The urn,The ashes were placed in a beautiful ceramic urn.
het,uitgangspunt,The starting point,That is a good starting point for our discussion.
het,uitgeversmaatschappij,The publishing house,The publishing house released his new novel last week.
het,uittreksel,The extract,I read a small extract of the book in the paper.
het,uniform,The uniform,The students are required to wear a school uniform.
het,uur,The hour,I'll be ready in exactly one hour from now.
de,vaardigheid,The skill,Patience is a very important skill for a teacher.
de,vaart,The speed,The car moved with great speed down the road.
de,vader,The father,His father is a retired doctor who lives in the city.
de,vakantie,The holiday,We are going to Italy for our summer holiday.
de,val,The fall,The old man had a nasty fall and broke his arm.
de,vallei,The valley,The village is located in a deep and green valley.
de,varkensvlees,The pork,The restaurant serves a delicious roast pork dish.
de,veiling,The auction,The rare painting was sold at an auction today.
de,velg,The rim,The rim of the bicycle wheel was slightly bent.
de,vensterbank,The windowsill,The cat was sitting on the sunny windowsill today.
de,verandering,The change,There has been a big change in the weather today.
de,vereniging,The association,I am a member of the local sports association.
de,vergadering,The meeting,The meeting will take place at ten o'clock tomorrow.
de,vergunning,The permit,You need a building permit for the renovation.
de,verhuizing,The move,The move to our new house took the whole day.
de,vlag,The flag,The national flag was waving in the strong wind.
